"Date","Company","Sales"
"2022-12-06","2","385215.40224494442"
"2022-12-06","1","67395.285958759589"
"2022-12-06","0","25847.649360447751"
"2022-12-05","1","30942.136660427477"
"2022-12-05","0","19933.91252912414"
"2022-12-05","2","321149.51466080669"
"2022-12-04","1","30284.868850742743"
"2022-12-04","0","22455.30053983524"
"2022-12-04","2","433195.58865671273"
"2022-12-03","2","655455.905953943"
"2022-12-03","0","92231.966386449029"
"2022-12-03","1","179822.05235372239"
"2022-12-02","1","159752.56111444021"
"2022-12-02","0","104355.885808994"
"2022-12-02","2","737716.79659884085"
"2022-12-01","0","41206.239555536"
"2022-12-01","2","477717.8470741444"
"2022-12-01","1","99935.001430827455"
"2022-11-30","0","33519.167611615892"
"2022-11-30","2","431775.2801439797"
"2022-11-30","1","56183.568468862264"
"2022-11-29","2","383287.3918446895"
"2022-11-29","1","91730.204126984958"
"2022-11-29","0","29517.43534917348"
"2022-11-28","1","47633.640730711195"
"2022-11-28","0","17710.259700570834"
"2022-11-28","2","351325.9984610012"
"2022-11-27","0","8110.3533756965244"
"2022-11-27","2","449642.42905264755"
"2022-11-27","1","40033.759197691055"
"2022-11-26","2","759754.5951967244"
"2022-11-26","0","88735.9858600825"
"2022-11-26","1","156066.98253511649"
"2022-11-25","2","910501.57735811744"
"2022-11-25","1","172277.07789941385"
"2022-11-25","0","117213.08498374144"
"2022-11-24","2","456708.22861447663"
"2022-11-24","0","23191.665449536747"
"2022-11-24","1","74783.09096876382"
"2022-11-23","2","407221.11165370251"
"2022-11-23","0","29506.97967783286"
"2022-11-23","1","38091.428587784721"
"2022-11-22","2","356686.8120978045"
"2022-11-22","0","13466.509244243634"
"2022-11-22","1","73715.719464724534"
"2022-11-21","1","15313.519211451365"
"2022-11-21","0","33713.135401551714"
"2022-11-21","2","264901.08810737473"
"2022-11-20","0","10744.635691787838"
"2022-11-20","2","389027.03908459021"
"2022-11-20","1","38311.715385765383"
"2022-11-19","0","102427.19475042977"
"2022-11-19","1","134205.05072394738"
"2022-11-19","2","633861.85012201383"
"2022-11-18","0","107823.7859723428"
"2022-11-18","1","110242.10759400958"
"2022-11-18","2","723157.01507916593"
"2022-11-17","0","34090.672837073485"
"2022-11-17","1","39627.320323920358"
"2022-11-17","2","469077.40463242354"
"2022-11-16","1","38372.225721205883"
"2022-11-16","0","39831.239168375767"
"2022-11-16","2","427886.69643146923"
"2022-11-15","1","51731.68695789099"
"2022-11-15","0","22669.172965221947"
"2022-11-15","2","370856.27982211771"
"2022-11-14","0","22369.561272255829"
"2022-11-14","1","25382.322742295182"
"2022-11-14","2","326849.10707489762"
"2022-11-13","0","13323.524405928301"
"2022-11-13","1","49397.044567833786"
"2022-11-13","2","496623.44379858818"
"2022-11-12","1","166281.16296957372"
"2022-11-12","0","96756.105053342413"
"2022-11-12","2","642750.4546716006"
"2022-11-11","1","143171.10752389455"
"2022-11-11","0","99318.578284406191"
"2022-11-11","2","753314.2758648172"
"2022-11-10","2","419898.45659750892"
"2022-11-10","0","43626.229574497629"
"2022-11-10","1","48054.800142403583"
"2022-11-09","2","389577.22884603089"
"2022-11-09","1","33986.242076414143"
"2022-11-09","0","44533.33089173786"
"2022-11-08","1","13729.615518698325"
"2022-11-08","2","341202.59434523794"
"2022-11-08","0","22790.060143110692"
"2022-11-07","1","16157.588154646744"
"2022-11-07","0","27118.966784313365"
"2022-11-07","2","269706.95741333981"
"2022-11-06","1","60118.749612382468"
"2022-11-06","2","382185.92738714395"
"2022-11-06","0","9344.06278199942"
"2022-11-05","2","525257.88750812737"
"2022-11-05","0","97930.961173129675"
"2022-11-05","1","123440.17637052365"
"2022-11-04","1","105976.32528657431"
"2022-11-04","2","708217.9249955992"
"2022-11-04","0","97699.782801345209"
"2022-11-03","2","539367.61779220111"
"2022-11-03","0","39957.087655225725"
"2022-11-03","1","62282.728279526658"
"2022-11-02","2","470063.70427920733"
"2022-11-02","0","46659.481962663442"
"2022-11-02","1","68510.9792411176"
"2022-11-01","1","51420.199950069713"
"2022-11-01","2","441183.56780305412"
"2022-11-01","0","18983.914980431844"
"2022-10-31","2","403829.94548024167"
"2022-10-31","1","19892.214414133945"
"2022-10-31","0","16283.218599374763"
"2022-10-30","2","469038.26250891783"
"2022-10-30","0","29665.381081950083"
"2022-10-30","1","43694.185564108848"
"2022-10-29","2","663338.47034541646"
"2022-10-29","1","152226.86501996781"
"2022-10-29","0","107547.34170367618"
"2022-10-28","1","138076.00851343223"
"2022-10-28","0","94455.549281685613"
"2022-10-28","2","757130.234732959"
"2022-10-27","2","498922.58200577472"
"2022-10-27","1","74748.9167808603"
"2022-10-27","0","51683.7327338844"
"2022-10-26","0","33384.540050143165"
"2022-10-26","1","59897.327145179537"
"2022-10-26","2","472913.30011343746"
"2022-10-25","0","27509.948041935011"
"2022-10-25","2","422828.5394657749"
"2022-10-25","1","22026.48134541199"
"2022-10-24","1","19783.48571791617"
"2022-10-24","0","20939.070912296222"
"2022-10-24","2","312001.58856170706"
"2022-10-23","1","15715.455334643722"
"2022-10-23","0","14592.919396658815"
"2022-10-23","2","421241.85321111343"
"2022-10-22","0","81079.685435457461"
"2022-10-22","1","129703.20426657041"
"2022-10-22","2","577560.0902874067"
"2022-10-21","0","103250.71816976412"
"2022-10-21","1","144974.4097614463"
"2022-10-21","2","733901.809039514"
"2022-10-20","0","22990.327215798919"
"2022-10-20","2","477971.29963608645"
"2022-10-20","1","64975.277111718387"
"2022-10-19","1","39558.534583019195"
"2022-10-19","0","36520.7556330633"
"2022-10-19","2","422391.686263236"
"2022-10-18","0","29924.636860727158"
"2022-10-18","1","22681.458500311404"
"2022-10-18","2","362340.707985998"
"2022-10-17","1","17529.363332198081"
"2022-10-17","0","16542.659156250527"
"2022-10-17","2","315263.44673989282"
"2022-10-16","1","48993.168123057018"
"2022-10-16","0","8885.9387352768172"
"2022-10-16","2","417420.54915370926"
"2022-10-15","2","574169.79161162314"
"2022-10-15","0","89560.013355296251"
"2022-10-15","1","132463.74493181062"
"2022-10-14","2","647660.18395184"
"2022-10-14","1","121909.95995783951"
"2022-10-14","0","103792.20461860149"
"2022-10-13","0","31999.981310353061"
"2022-10-13","1","44953.057811149491"
"2022-10-13","2","443855.24990770343"
"2022-10-12","1","34819.071883757679"
"2022-10-12","2","384822.23007173481"
"2022-10-12","0","34812.860565593357"
"2022-10-11","2","338624.996458168"
"2022-10-11","1","64210.871967092215"
"2022-10-11","0","29789.914341877797"
"2022-10-10","2","311839.23443290347"
"2022-10-10","1","12151.539106116144"
"2022-10-10","0","14645.62474072379"
"2022-10-09","2","405243.86527123279"
"2022-10-09","1","40036.333669343672"
"2022-10-09","0","9040.6852482242739"
"2022-10-08","0","87731.942367495212"
"2022-10-08","1","163532.44955258808"
"2022-10-08","2","608723.83585144882"
"2022-10-07","0","89213.013428555874"
"2022-10-07","2","711876.62704663945"
"2022-10-07","1","80070.8409928156"
"2022-10-06","0","31376.404412293752"
"2022-10-06","2","461062.84710207745"
"2022-10-06","1","61187.583868866939"
"2022-10-05","2","429903.28643973876"
"2022-10-05","1","77839.423375758633"
"2022-10-05","0","33637.718597971885"
"2022-10-04","0","23893.292829362214"
"2022-10-04","2","355059.541253099"
"2022-10-04","1","53812.095790818043"
"2022-10-03","0","15346.535869532523"
"2022-10-03","2","285293.38238743006"
"2022-10-03","1","11095.834965340755"
"2022-10-02","2","379746.09615492227"
"2022-10-02","0","8619.9254753690439"
"2022-10-02","1","64181.9683991773"
"2022-10-01","1","160568.62490507503"
"2022-10-01","0","86411.6348188163"
"2022-10-01","2","506168.40742510988"
"2022-09-30","2","726027.16217363672"
"2022-09-30","1","117450.88600826652"
"2022-09-29","1","25861.967148000895"
"2022-09-29","2","446395.1259595718"
"2022-09-29","0","46256.39282309587"
"2022-09-28","1","53864.362381812563"
"2022-09-28","2","426848.8352574663"
"2022-09-28","0","37652.138164484386"
"2022-09-27","0","33521.853283665616"
"2022-09-27","2","379039.61442341993"
"2022-09-27","1","50313.722104715329"
"2022-09-26","1","8766.17009069493"
"2022-09-26","2","337520.8125192548"
"2022-09-26","0","22817.269314698027"
"2022-09-25","2","415783.68428614212"
"2022-09-25","1","12008.786314286866"
"2022-09-24","1","130774.33737674345"
"2022-09-24","2","632106.1159882365"
"2022-09-24","0","88928.589843505542"
"2022-09-23","1","104020.97066965222"
"2022-09-23","2","723456.32447882893"
"2022-09-23","0","105304.97194248227"
"2022-09-22","0","41364.269056820107"
"2022-09-22","1","33132.209427716371"
"2022-09-22","2","432209.00650048588"
"2022-09-21","1","36709.403374756715"
"2022-09-21","0","30985.239036053168"
"2022-09-21","2","375861.36659150408"
"2022-09-20","0","23685.081977958169"
"2022-09-20","2","350008.07275153109"
"2022-09-20","1","18873.969518529033"
"2022-09-19","0","23541.618897718068"
"2022-09-19","2","283220.1766573551"
"2022-09-19","1","7888.7312289781848"
"2022-09-18","1","43739.695675603827"
"2022-09-18","2","387803.0824630725"
"2022-09-17","2","587361.38480988436"
"2022-09-17","1","136143.97614661031"
"2022-09-17","0","81245.483372145463"
"2022-09-16","1","78834.159132359331"
"2022-09-16","0","90583.8409285654"
"2022-09-16","2","651619.43318395154"
"2022-09-15","1","26573.554629434639"
"2022-09-15","0","51744.214562824607"
"2022-09-15","2","412818.64233447466"
"2022-09-14","1","44470.706640297547"
"2022-09-14","0","48576.433320256321"
"2022-09-14","2","373147.09364062414"
"2022-09-13","1","36672.326319963984"
"2022-09-13","0","31482.34955369676"
"2022-09-13","2","330175.79860120948"
"2022-09-12","0","24900.7446518044"
"2022-09-12","1","13188.181284346807"
"2022-09-12","2","279706.02252136928"
"2022-09-11","2","419717.06141742849"
"2022-09-11","1","33052.486011407622"
"2022-09-10","2","600056.71443645086"
"2022-09-10","0","164477.33474833949"
"2022-09-10","1","113122.36175529576"
"2022-09-09","0","92181.495692812518"
"2022-09-09","2","703088.0793524076"
"2022-09-09","1","74423.090791535"
"2022-09-08","1","39722.644470561172"
"2022-09-08","0","32264.779499062595"
"2022-09-08","2","451074.45955903607"
"2022-09-07","1","44103.699837961874"
"2022-09-07","2","402922.47581881366"
"2022-09-07","0","27396.81245910671"
"2022-09-06","1","25584.554602155327"
"2022-09-06","2","348736.47306328232"
"2022-09-06","0","21225.204264244938"
"2022-09-05","1","7762.81280566789"
"2022-09-05","2","299873.81058560818"
"2022-09-05","0","11649.471837337604"
"2022-09-04","1","55606.1039239801"
"2022-09-04","2","440100.46891476883"
"2022-09-03","1","98877.1080556238"
"2022-09-03","0","71460.688991916075"
"2022-09-03","2","575319.06234868965"
"2022-09-02","1","91617.527057916785"
"2022-09-02","0","77403.712047941415"
"2022-09-02","2","670677.39564068743"
"2022-09-01","2","449930.30187570571"
"2022-09-01","0","39462.283631265382"
"2022-09-01","1","24433.784267534586"
"2022-08-31","2","413914.08689729095"
"2022-08-31","0","31270.372164742068"
"2022-08-31","1","36237.80897557977"
"2022-08-30","2","392691.37063535093"
"2022-08-30","1","19736.801962492442"
"2022-08-30","0","30311.900650554788"
"2022-08-29","2","354650.14020422037"
"2022-08-29","0","23088.044096133057"
"2022-08-29","1","6685.8947965542175"
"2022-08-28","2","498874.07681512093"
"2022-08-28","1","41574.43915110315"
"2022-08-27","2","577138.39277253428"
"2022-08-27","1","69655.513715187553"
"2022-08-27","0","74127.093609747477"
"2022-08-26","2","690219.618484568"
"2022-08-26","0","78734.032386234569"
"2022-08-26","1","37680.282226550778"
"2022-08-25","2","492249.87975486991"
"2022-08-25","0","24267.268179924384"
"2022-08-25","1","12265.070236502766"
"2022-08-24","2","390249.84698897746"
"2022-08-24","1","11303.310446843718"
"2022-08-24","0","42153.730760769962"
"2022-08-23","2","346057.66260021779"
"2022-08-23","1","13995.628389535195"
"2022-08-23","0","35778.821307273625"
"2022-08-22","2","312210.00383646454"
"2022-08-22","1","37334.184996107622"
"2022-08-22","0","16593.334671432243"
"2022-08-21","2","401378.78738540306"
"2022-08-21","1","22169.789068103448"
"2022-08-20","2","515372.90807612293"
"2022-08-20","1","59926.967833474308"
"2022-08-20","0","67052.8756610497"
"2022-08-19","2","531745.23312595894"
"2022-08-19","1","23098.597977552272"
"2022-08-19","0","150636.99410452938"
"2022-08-18","1","14347.729255155577"
"2022-08-18","2","402940.71284771245"
"2022-08-18","0","35796.435011266396"
"2022-08-17","1","12507.368442711324"
"2022-08-17","2","392399.80638762494"
"2022-08-17","0","25964.053602723729"
"2022-08-16","2","352327.50540150231"
"2022-08-16","0","25878.598420811981"
"2022-08-16","1","9953.55843615075"
"2022-08-15","2","337982.73342617624"
"2022-08-15","1","15340.472627521229"
"2022-08-15","0","17445.152832778083"
"2022-08-14","1","18630.643989409677"
"2022-08-14","2","309408.410520902"
"2022-08-13","2","367847.42117946438"
"2022-08-13","1","51987.543452925231"
"2022-08-13","0","63407.036863633977"
"2022-08-12","2","464009.76562218915"
"2022-08-12","1","15740.684261010458"
"2022-08-12","0","55900.497693494894"
"2022-08-11","2","347127.22774854535"
"2022-08-11","1","9316.5810973855969"
"2022-08-11","0","30848.140736359863"
"2022-08-10","2","342089.45720852166"
"2022-08-10","0","36503.920952090171"
"2022-08-10","1","16988.503077917325"
"2022-08-09","2","326617.10189638293"
"2022-08-09","0","28700.902852470914"
"2022-08-09","1","3145.1602575504025"
"2022-08-08","2","318316.65978115681"
"2022-08-08","0","15067.887829089628"
"2022-08-08","1","9731.4927105886"
"2022-08-07","2","356898.91060155228"
"2022-08-07","1","36611.021817456007"
"2022-08-06","2","465207.53177319263"
"2022-08-06","0","76312.143558895288"
"2022-08-06","1","59247.001749893338"
"2022-08-05","2","487963.87067278544"
"2022-08-05","0","59425.985341122861"
"2022-08-05","1","54652.684434659619"
"2022-08-04","2","337959.69362466887"
"2022-08-04","0","46818.467456758452"
"2022-08-04","1","13888.560492322818"
"2022-08-03","1","10152.373693300309"
"2022-08-03","0","39978.808941965704"
"2022-08-03","2","339190.91008763848"
"2022-08-02","2","355376.35250639817"
"2022-08-02","0","30465.202203012523"
"2022-08-02","1","8582.7840092770675"
"2022-08-01","2","331690.41604670539"
"2022-08-01","1","15164.666260799582"
"2022-08-01","0","37575.587172776417"
"2022-07-31","2","313304.20916751109"
"2022-07-31","1","51185.52956153782"
"2022-07-30","2","381114.70315012656"
"2022-07-30","1","45739.0358630684"
"2022-07-29","2","431752.22882356239"
"2022-07-29","1","15745.137262203298"
"2022-07-29","0","78972.559228161947"
"2022-07-28","2","402910.56771635538"
"2022-07-28","1","12757.012693348166"
"2022-07-28","0","32047.807415995878"
"2022-07-27","2","453729.547699017"
"2022-07-27","0","55368.676049332884"
"2022-07-27","1","20026.259184080896"
"2022-07-26","2","390041.88381305325"
"2022-07-26","0","45880.023833084917"
"2022-07-26","1","64232.845768206724"
"2022-07-25","1","29363.395305424579"
"2022-07-25","0","32107.088918895046"
"2022-07-25","2","408576.26823450282"
"2022-07-24","2","254312.03736590513"
"2022-07-24","1","30649.486483489465"
"2022-07-23","2","359007.52680996683"
"2022-07-23","1","56735.997331485436"
"2022-07-23","0","73229.092094486143"
"2022-07-22","2","402307.93961105077"
"2022-07-22","0","47256.211018196831"
"2022-07-22","1","76608.302708234172"
"2022-07-21","2","306795.63039563171"
"2022-07-21","1","4554.43552608659"
"2022-07-21","0","45593.670110301777"
"2022-07-20","2","283600.6412056908"
"2022-07-20","1","8147.5833496027408"
"2022-07-20","0","37894.029349391894"
"2022-07-19","1","6086.2153072162673"
"2022-07-19","0","33271.703844628188"
"2022-07-19","2","325409.96655329934"
"2022-07-18","1","11976.579891729702"
"2022-07-18","0","27238.248556010476"
"2022-07-18","2","321964.35999010346"
"2022-07-17","1","61012.0735659372"
"2022-07-17","2","269863.945692027"
"2022-07-16","0","78191.805407907261"
"2022-07-16","1","52512.701486859536"
"2022-07-16","2","402602.11500395578"
"2022-07-15","0","70861.743333987964"
"2022-07-15","1","23258.086579323048"
"2022-07-15","2","443076.19704257604"
"2022-07-14","2","373175.72529297945"
"2022-07-14","0","42180.256799619776"
"2022-07-14","1","17669.099923378741"
"2022-07-13","2","329989.08097636583"
"2022-07-13","0","55398.512671366676"
"2022-07-13","1","63638.8874430847"
"2022-07-12","2","302163.43445183"
"2022-07-12","0","44134.610315754842"
"2022-07-12","1","8517.606983126052"
"2022-07-11","2","313907.73182043154"
"2022-07-11","0","23855.428055474815"
"2022-07-11","1","18856.97453212152"
"2022-07-10","2","332259.88398675021"
"2022-07-10","1","28204.436880080673"
"2022-07-09","2","383057.59929235093"
"2022-07-09","0","79777.930458244213"
"2022-07-09","1","81155.927958957182"
"2022-07-08","0","139386.18300862209"
"2022-07-08","2","541457.56402073032"
"2022-07-07","0","60624.257857043754"
"2022-07-07","2","476097.37734319846"
"2022-07-06","0","47076.0842112383"
"2022-07-06","2","407916.91493160446"
"2022-07-05","0","44020.906865994672"
"2022-07-05","2","371799.00445445988"
"2022-07-04","2","422900.98033439653"
"2022-07-04","0","30258.950537478177"
"2022-07-03","2","353948.10889806296"
"2022-07-02","0","78317.65798471641"
"2022-07-02","2","463189.34397301968"
"2022-07-01","2","607689.3460430397"
"2022-07-01","0","137299.82323344197"
"2022-06-30","2","469984.86902632855"
"2022-06-30","0","70108.522906587459"
"2022-06-29","2","487839.5239781143"
"2022-06-29","0","45791.009662484663"
"2022-06-28","2","406635.37832491164"
"2022-06-28","0","45102.409659148085"
"2022-06-27","2","335957.99271357694"
"2022-06-27","0","33963.842258920515"
"2022-06-26","2","304028.58752457111"
"2022-06-25","2","196349.41060690008"
"2022-06-24","2","25169.94439031283"
"2022-06-23","2","491197.59559082676"
"2022-06-23","1","16190.788801570623"
"2022-06-23","0","54573.739224266887"
"2022-06-22","2","448799.026726236"
"2022-06-22","1","8799.1979298488477"
"2022-06-22","0","45063.130675557426"
"2022-06-21","2","364670.25518286059"
"2022-06-21","1","14650.124399528378"
"2022-06-21","0","54415.4364652532"
"2022-06-20","2","340529.0298980751"
"2022-06-20","0","32160.365853435876"
"2022-06-20","1","15624.745028002117"
"2022-06-19","0","11585.167329841523"
"2022-06-19","2","332610.5559728478"
"2022-06-19","1","15932.833847852515"
"2022-06-18","0","75094.64650855014"
"2022-06-18","1","30108.651612200571"
"2022-06-18","2","501508.15114745364"
"2022-06-17","1","46945.195370527508"
"2022-06-17","0","134504.38503348522"
"2022-06-17","2","611556.83063094015"
"2022-06-16","2","467733.12363275903"
"2022-06-16","1","26591.823323643941"
"2022-06-16","0","74421.706169035824"
"2022-06-15","2","416227.36325604544"
"2022-06-15","1","27053.981707122162"
"2022-06-15","0","54685.973732216633"
"2022-06-14","1","18752.693554050933"
"2022-06-14","2","405961.79602424748"
"2022-06-14","0","52805.611948399972"
"2022-06-13","2","348080.13748039526"
"2022-06-13","1","38947.554962103168"
"2022-06-13","0","35319.370638559805"
"2022-06-12","2","360300.99033862056"
"2022-06-12","1","19719.041577134754"
"2022-06-12","0","23203.771806473334"
"2022-06-11","1","27100.308278071905"
"2022-06-11","2","474180.4142956626"
"2022-06-11","0","116821.49171863111"
"2022-06-10","2","714584.0566633211"
"2022-06-10","1","69224.4955900104"
"2022-06-10","0","118008.60338236426"
"2022-06-09","0","47730.137218308606"
"2022-06-09","2","532271.36304936593"
"2022-06-09","1","42223.222085723028"
"2022-06-08","2","430674.28705419641"
"2022-06-08","0","26446.113618512758"
"2022-06-08","1","22679.070800348163"
"2022-06-07","1","11611.674670405397"
"2022-06-07","2","369506.43698356731"
"2022-06-07","0","23964.513717554095"
"2022-06-06","2","374115.21508085728"
"2022-06-06","0","23629.0075457677"
"2022-06-06","1","10455.134029799505"
"2022-06-05","2","406462.95355310291"
"2022-06-05","1","42563.815200780329"
"2022-06-05","0","22901.035774705459"
"2022-06-04","2","588276.28902685829"
"2022-06-04","0","80061.72588292617"
"2022-06-04","1","59871.359462517707"
"2022-06-03","2","679521.39850637992"
"2022-06-03","1","42813.24630283389"
"2022-06-03","0","97823.333568140544"
"2022-06-02","2","523189.64953265811"
"2022-06-02","1","59321.828005093172"
"2022-06-02","0","49077.532288622846"
"2022-06-01","2","433494.72130663774"
"2022-06-01","1","17055.06211949098"
"2022-06-01","0","48923.5945577336"
"2022-05-31","0","34788.718504087825"
"2022-05-31","2","403808.48839588347"
"2022-05-31","1","21215.857787520232"
"2022-05-30","1","14332.212899251006"
"2022-05-30","0","21848.995595306882"
"2022-05-30","2","336018.80939111742"
"2022-05-29","0","12265.485751295642"
"2022-05-29","2","415643.424130499"
"2022-05-29","1","31551.732137125826"
"2022-05-28","0","89819.221532801326"
"2022-05-28","2","624169.3284006234"
"2022-05-28","1","128712.64896216741"
"2022-05-27","0","81104.23041767723"
"2022-05-27","2","650878.79906155122"
"2022-05-27","1","76833.008013805054"
"2022-05-26","1","48847.493400430525"
"2022-05-26","2","526987.123582937"
"2022-05-26","0","35321.1930566994"
"2022-05-25","1","52368.974826400008"
"2022-05-25","0","108319.70280835852"
"2022-05-25","2","601690.25777408143"
"2022-05-24","1","27291.721123716303"
"2022-05-24","0","29676.239839772097"
"2022-05-24","2","375214.70540994144"
"2022-05-23","1","11228.896269394269"
"2022-05-23","0","25399.386332732563"
"2022-05-23","2","309243.20135474583"
"2022-05-22","1","42480.890525747636"
"2022-05-22","0","6810.0862718151529"
"2022-05-22","2","400656.4421856589"
"2022-05-21","2","563283.49132765562"
"2022-05-21","0","91406.659721956312"
"2022-05-21","1","98243.427728413561"
"2022-05-20","1","91379.479591572584"
"2022-05-20","2","694340.82376104163"
"2022-05-20","0","109709.66981925741"
"2022-05-19","1","30952.095044688398"
"2022-05-19","0","43495.225473829552"
"2022-05-19","2","401436.57401223492"
"2022-05-18","2","398348.83183348755"
"2022-05-18","1","50432.056851302492"
"2022-05-18","0","42412.929163287859"
"2022-05-17","2","354807.3081721671"
"2022-05-17","0","29133.463077285498"
"2022-05-17","1","24652.55907119"
"2022-05-16","1","16601.702662017036"
"2022-05-16","0","24045.899659838331"
"2022-05-16","2","304755.3804808518"
"2022-05-15","1","29756.186865422322"
"2022-05-15","2","368358.75217352639"
"2022-05-15","0","8713.1638639270423"
"2022-05-14","1","115744.54832361924"
"2022-05-14","2","589393.266665933"
"2022-05-14","0","84349.410150245181"
"2022-05-13","0","117184.75036090969"
"2022-05-13","2","635994.58673694893"
"2022-05-13","1","101243.94167753523"
"2022-05-12","2","421851.82728963753"
"2022-05-12","0","61646.900843116011"
"2022-05-12","1","69372.254962791339"
"2022-05-11","2","402085.23886222392"
"2022-05-11","0","39971.806267739696"
"2022-05-11","1","33105.45478495393"
"2022-05-10","1","17265.65864390022"
"2022-05-10","2","358649.67905719031"
"2022-05-10","0","31275.628271177087"
"2022-05-09","1","24362.68268749761"
"2022-05-09","2","300247.53816412896"
"2022-05-09","0","14172.111373107922"
"2022-05-08","1","18917.599266022844"
"2022-05-08","2","426479.90503373358"
"2022-05-08","0","4350.515297954571"
"2022-05-07","2","649296.58937098552"
"2022-05-07","1","136325.79685919406"
"2022-05-07","0","96107.949007714735"
"2022-05-06","2","677758.967802184"
"2022-05-06","1","84353.5514010071"
"2022-05-06","0","103051.29455437275"
"2022-05-05","0","36142.767908120979"
"2022-05-05","2","457444.24808928714"
"2022-05-05","1","44958.827374497887"
"2022-05-04","1","59930.193100420263"
"2022-05-04","0","21797.31958293921"
"2022-05-04","2","422055.76914767467"
"2022-05-03","0","22096.052715863549"
"2022-05-03","1","42172.716025749236"
"2022-05-03","2","371904.18568181497"
"2022-05-02","1","18835.901484647482"
"2022-05-02","0","22446.6341181106"
"2022-05-02","2","352029.71522174345"
"2022-05-01","1","44238.323769833049"
"2022-05-01","2","486600.65852336085"
"2022-04-30","2","1165662.5877885523"
"2022-04-30","1","198393.95575003454"
"2022-04-30","0","148400.32053110225"
"2022-04-29","1","94742.984884893856"
"2022-04-29","0","101935.75690274528"
"2022-04-29","2","1010688.5437336295"
"2022-04-28","2","914777.56160529132"
"2022-04-28","1","62800.789501587184"
"2022-04-28","0","33590.131964936809"
"2022-04-27","2","852123.11504644272"
"2022-04-27","1","55713.773681752878"
"2022-04-27","0","49970.661976867392"
"2022-04-26","0","24440.641369620076"
"2022-04-26","2","500783.29258824146"
"2022-04-26","1","56090.057396567565"
"2022-04-25","0","30219.760458321918"
"2022-04-25","2","498939.77797594178"
"2022-04-25","1","21019.479092701673"
"2022-04-24","1","41047.271581638917"
"2022-04-24","0","11619.386190414945"
"2022-04-24","2","798705.94115955371"
"2022-04-23","1","151263.38040869837"
"2022-04-23","0","101990.35535616668"
"2022-04-23","2","1083588.0084368933"
"2022-04-22","1","114072.08955378132"
"2022-04-22","2","1245289.4452254549"
"2022-04-22","0","116500.39937934188"
"2022-04-21","1","60524.033310227212"
